holding_id,portfolio_id,ticker,quantity,purchase_price,current_value
H022531,P465451,VTI,718.32,93.79,303807.15
H022532,P465451,GOOGL,600.68,56.33,281945.87
H022533,P465451,TSLA,563.96,240.17,192889.01
H022534,P465451,MSFT,287.13,226.84,36229.67
H022535,P465451,AMZN,650.35,319.93,53203.9
H022536,P607080,GOOGL,272.44,70.85,123420.87
H022537,P607080,MSFT,512.52,170.06,80947.85
H022538,P607080,SPY,933.36,394.27,190015.61
H022539,P607080,IVV,634.08,453.42,183676.27
H022540,P783639,GOOGL,112.57,135.42,18743.56
H022541,P783639,IVV,947.6,402.29,383661.07
H022542,P783639,GOOGL,69.83,215.62,32243.79
H022543,P783639,AAPL,514.3,496.93,42698.41
H022544,P783639,TSLA,555.62,459.91,50838.49
H022545,P783639,VTI,790.9,260.92,42813.78
H022546,P783639,TSLA,395.6,119.26,35581.68
H022547,P783639,MSFT,978.64,73.04,125382.15
H022548,P783639,AAPL,376.99,229.84,123440.53
H022549,P312795,SPY,698.49,111.48,161436.23
H022550,P312795,GOOGL,293.33,244.43,76990.74
H022551,P312795,AMZN,312.34,339.83,129737.08
H022552,P312795,TSLA,796.41,67.28,261294.51
H022553,P312795,MSFT,969.74,467.62,365135.56
H022554,P517678,VTI,946.0,257.08,422950.52
H022555,P517678,AMZN,567.62,403.56,38421.1
H022556,P517678,AMZN,480.21,494.89,57649.42
H022557,P517678,SPY,532.83,182.93,100524.6
H022558,P182322,VTI,228.35,326.4,45375.24
H022559,P182322,MSFT,198.8,336.66,17372.96
H022560,P182322,AMZN,359.69,212.96,65313.77
H022561,P182322,AAPL,156.62,474.73,57294.03
H022562,P212461,MSFT,478.68,245.72,108109.08
H022563,P212461,TSLA,512.26,337.95,145028.41
H022564,P212461,MSFT,689.6,459.27,288838.24
H022565,P212461,MSFT,848.43,402.08,394261.2
H022566,P212461,AMZN,579.0,69.48,150054.69
H022567,P212461,SPY,789.95,249.39,125067.63
H022568,P212461,SPY,677.8,418.24,234759.36
H022569,P212461,AAPL,309.16,297.66,25642.25
H022570,P243754,TSLA,643.53,492.74,281800.67
H022571,P243754,AMZN,334.64,450.31,101983.77
H022572,P243754,TSLA,556.89,117.59,243456.66
H022573,P880801,AAPL,242.95,226.51,37063.03
H022574,P880801,AMZN,998.36,181.6,315995.76
H022575,P880801,VTI,211.65,488.23,62491.9
H022576,P880801,AMZN,906.4,161.61,328009.32
H022577,P880801,TSLA,444.53,115.41,71986.09
H022578,P880801,TSLA,672.01,264.96,222494.22
H022579,P880801,MSFT,85.29,299.17,33057.4
H022580,P880801,VTI,97.24,90.13,30628.76
H022581,P880801,SPY,944.63,441.46,47994.05
H022582,P880801,VTI,478.69,299.24,126232.84
H022583,P464606,VTI,128.44,108.82,15096.31
H022584,P464606,SPY,789.77,419.69,338060.12
H022585,P464606,GOOGL,33.78,426.68,4422.46
H022586,P893118,MSFT,950.04,431.42,199857.46
H022587,P893118,TSLA,902.34,167.98,61086.75
H022588,P893118,IVV,459.65,454.62,159207.81
H022589,P893118,SPY,852.27,82.63,328804.93
H022590,P893118,GOOGL,316.03,193.28,113459.0
H022591,P893118,TSLA,65.75,271.59,18698.4
H022592,P893118,IVV,317.57,373.1,28507.24
H022593,P893118,TSLA,432.18,393.46,169699.07
H022594,P893118,GOOGL,227.88,205.37,30134.81
H022595,P140575,TSLA,469.75,249.91,25266.72
H022596,P140575,IVV,367.85,139.78,115651.69
H022597,P140575,GOOGL,70.29,106.03,24060.31
H022598,P140575,VTI,604.14,430.41,277723.37
H022599,P140575,SPY,830.0,321.76,127882.39
H022600,P140575,AAPL,502.76,136.38,85302.13
H022601,P140575,IVV,42.64,159.05,14547.98
H022602,P341386,TSLA,964.69,284.66,63859.9
H022603,P341386,SPY,552.87,290.48,144995.09
H022604,P341386,GOOGL,848.64,57.58,398937.18
H022605,P341386,VTI,379.75,60.78,97961.0
H022606,P341386,AMZN,493.75,123.39,179434.37
H022607,P341386,GOOGL,104.84,483.54,10692.75
H022608,P341386,VTI,588.68,217.7,273582.15
H022609,P341386,MSFT,162.89,86.9,66055.8
H022610,P460811,GOOGL,479.66,424.67,165475.02
H022611,P460811,MSFT,458.4,70.52,225979.69
H022612,P460811,TSLA,984.53,388.62,122710.6
H022613,P460811,AAPL,232.82,54.58,36374.57
H022614,P460811,TSLA,171.33,443.02,56678.79
H022615,P460811,MSFT,498.55,286.81,25448.01
H022616,P110673,TSLA,804.63,157.22,263680.15
H022617,P110673,IVV,266.25,373.38,53930.5
H022618,P110673,IVV,923.51,126.88,239754.66
H022619,P110673,AAPL,445.05,311.03,36819.27
H022620,P110673,AAPL,40.63,415.87,8288.64
H022621,P936138,AAPL,66.78,331.14,11397.1
H022622,P936138,VTI,965.2,350.34,151749.42
H022623,P936138,IVV,713.38,465.53,126874.49
H022624,P936138,MSFT,436.45,94.57,194676.46
H022625,P936138,TSLA,644.29,77.69,233895.28
H022626,P936138,AMZN,88.83,118.79,7469.62
H022627,P936138,VTI,477.21,302.7,64005.92
H022628,P936138,AMZN,421.54,489.96,114565.63
H022629,P936138,VTI,17.08,358.28,5561.01
H022630,P936138,AAPL,359.48,391.19,135753.21
H022631,P894868,MSFT,89.28,205.45,10392.08
H022632,P894868,SPY,880.51,363.04,244911.55
H022633,P894868,GOOGL,937.7,402.91,376579.92
H022634,P894868,AAPL,197.87,406.19,83497.87
H022635,P371537,AMZN,598.68,159.7,249170.27
H022636,P371537,VTI,476.83,289.07,143033.34
H022637,P371537,SPY,238.79,465.78,59238.42
H022638,P371537,VTI,475.56,467.64,39631.05
H022639,P724081,TSLA,67.96,341.62,30939.41
H022640,P724081,AMZN,612.44,252.43,234254.13
H022641,P724081,SPY,498.82,288.33,34479.13
H022642,P724081,SPY,217.9,486.65,86662.79
H022643,P724081,MSFT,720.7,347.19,166962.37
H022644,P724081,VTI,549.42,359.02,272134.59
H022645,P724081,AMZN,563.12,167.46,215256.11
H022646,P657601,MSFT,394.62,128.22,172370.74
H022647,P657601,SPY,995.28,238.18,299680.7
H022648,P657601,AMZN,543.63,331.98,27306.11
H022649,P487002,IVV,285.33,487.28,35442.33
H022650,P487002,MSFT,576.99,227.71,73773.01
H022651,P487002,AAPL,849.27,226.74,221840.15
H022652,P487002,TSLA,802.48,460.35,169207.11
H022653,P487002,SPY,979.24,480.9,402077.55
H022654,P487002,TSLA,27.3,312.06,8602.07
H022655,P487002,AAPL,209.16,266.81,25765.79
H022656,P487002,GOOGL,686.21,460.12,213964.08
H022657,P487002,TSLA,371.82,415.67,90172.98
H022658,P487002,IVV,283.15,154.97,26063.13
H022659,P152136,SPY,420.27,332.03,60470.05
H022660,P152136,MSFT,115.31,96.35,55605.33
H022661,P152136,VTI,500.74,433.87,155952.6
H022662,P152136,IVV,358.63,433.6,132459.7
H022663,P152136,GOOGL,131.36,309.32,40702.34
H022664,P152136,IVV,475.63,405.03,107169.13
H022665,P152136,VTI,581.76,168.8,98602.94
H022666,P152136,AAPL,124.39,390.55,52544.41
H022667,P152136,IVV,628.51,91.39,237961.15
H022668,P152136,IVV,632.97,299.72,111727.3
H022669,P314748,SPY,50.09,406.89,17140.0
H022670,P314748,MSFT,349.04,366.16,102081.9
H022671,P314748,TSLA,928.64,464.93,313822.04
H022672,P314748,GOOGL,157.71,135.15,57922.52
H022673,P314748,VTI,212.11,96.55,48398.55
H022674,P614288,MSFT,675.42,434.47,127648.97
H022675,P614288,IVV,112.12,414.56,29877.16
H022676,P614288,AAPL,701.81,110.35,213580.32
H022677,P614288,GOOGL,773.0,204.79,256619.83
H022678,P614288,MSFT,293.8,452.17,27026.76
H022679,P697555,GOOGL,138.83,448.66,23847.31
H022680,P697555,GOOGL,285.68,367.64,109908.26
H022681,P697555,IVV,473.25,354.99,75785.38
H022682,P697555,MSFT,859.77,218.84,201002.66
H022683,P697555,TSLA,831.48,236.39,191444.75
H022684,P523891,AAPL,920.93,184.15,108230.0
H022685,P523891,MSFT,701.79,246.08,298282.88
H022686,P523891,MSFT,136.95,203.82,25906.75
H022687,P523891,IVV,418.49,214.23,175459.32
H022688,P523891,MSFT,439.21,497.36,60628.81
H022689,P523891,GOOGL,222.4,260.24,12598.36
H022690,P523891,SPY,56.97,322.07,8397.56
H022691,P523891,AAPL,549.67,50.55,190400.6
H022692,P469455,SPY,709.85,93.42,58390.67
H022693,P469455,GOOGL,879.18,404.26,230741.73
H022694,P469455,AAPL,350.38,475.41,115249.74
H022695,P469455,AMZN,484.81,213.46,136015.49
H022696,P469455,AMZN,824.31,402.65,302210.39
H022697,P469455,MSFT,703.06,216.35,35724.64
H022698,P469455,IVV,615.46,225.29,302843.44
H022699,P289086,MSFT,702.05,333.64,42202.9
H022700,P289086,SPY,274.77,374.54,25037.61
H022701,P289086,TSLA,183.13,335.65,73417.0
H022702,P289086,GOOGL,51.14,306.12,17803.65
H022703,P289086,MSFT,343.95,255.91,21152.41
H022704,P289086,TSLA,119.88,98.68,13511.5
H022705,P289086,TSLA,743.27,391.89,263355.74
H022706,P289086,GOOGL,241.48,449.88,42748.83
H022707,P289086,MSFT,852.75,182.55,277674.06
H022708,P289086,VTI,869.79,312.2,108467.39
H022709,P138960,GOOGL,202.62,425.96,24549.12
H022710,P138960,SPY,209.83,427.11,84323.85
H022711,P138960,SPY,260.87,145.92,48786.37
H022712,P138960,GOOGL,645.21,360.08,137012.88
H022713,P138960,IVV,673.35,328.11,282091.04
H022714,P138960,GOOGL,402.46,492.05,101960.74
H022715,P138960,MSFT,216.86,452.8,17345.97
H022716,P218992,AMZN,933.94,54.45,421986.07
H022717,P218992,TSLA,287.73,94.85,139059.51
H022718,P218992,GOOGL,544.11,429.93,161908.76
H022719,P218992,TSLA,468.43,298.04,171652.15
H022720,P218992,MSFT,436.14,264.66,134964.64
H022721,P218992,GOOGL,676.85,100.36,310412.63
H022722,P218992,SPY,594.15,88.13,283914.19
H022723,P218992,GOOGL,702.53,496.42,271341.22
H022724,P218992,GOOGL,978.86,187.39,155063.89
H022725,P481119,VTI,319.03,173.62,48841.05
H022726,P481119,MSFT,655.86,362.69,199242.08
H022727,P481119,TSLA,504.59,309.11,68927.25
H022728,P481119,IVV,907.61,356.21,347718.53
H022729,P990524,TSLA,728.52,330.93,331202.66
H022730,P990524,GOOGL,689.45,57.35,82101.15
H022731,P990524,TSLA,470.21,331.18,207141.15
H022732,P990524,SPY,346.35,164.65,138287.92
H022733,P990524,AAPL,702.42,491.76,344069.62
H022734,P990524,SPY,996.17,232.31,160332.61
H022735,P990524,TSLA,658.96,413.27,96610.56
H022736,P990524,GOOGL,335.35,312.82,63371.1
H022737,P990524,IVV,412.06,438.84,196172.9
H022738,P990524,TSLA,358.34,417.71,88028.86
H022739,P897847,MSFT,910.5,467.11,101988.77
H022740,P897847,VTI,273.22,209.01,62071.37
H022741,P897847,IVV,613.92,352.08,301697.81
H022742,P897847,SPY,951.81,311.22,254755.81
H022743,P897847,AMZN,864.75,480.1,170804.44
H022744,P897847,TSLA,868.37,395.21,88873.86
H022745,P367710,AAPL,39.57,93.98,18991.43
H022746,P367710,AAPL,823.69,297.59,61885.61
H022747,P367710,SPY,335.96,190.95,113852.19
H022748,P367710,MSFT,394.06,293.56,65722.3
H022749,P367710,TSLA,333.82,281.41,123076.76
H022750,P367710,IVV,261.01,131.04,100160.96
H022751,P367710,VTI,649.66,82.77,84937.53
H022752,P367710,MSFT,212.03,222.58,65464.8
H022753,P367710,TSLA,751.55,316.18,311073.67
H022754,P269854,AAPL,250.07,309.03,69753.99
H022755,P269854,AAPL,260.76,262.76,88391.98
H022756,P269854,GOOGL,425.97,477.83,87880.37
H022757,P269854,VTI,246.41,418.87,72230.9
H022758,P269854,VTI,339.91,292.05,163383.86
H022759,P548836,SPY,87.52,148.14,40198.52
H022760,P548836,AMZN,602.5,310.38,91029.22
H022761,P548836,SPY,621.64,176.95,184685.52
H022762,P548836,AAPL,153.85,110.31,67780.31
H022763,P548836,GOOGL,180.38,57.36,75569.17
H022764,P548836,IVV,607.12,60.05,61057.06
H022765,P548836,IVV,293.35,324.23,59168.72
H022766,P669477,TSLA,237.48,166.08,113782.12
H022767,P669477,MSFT,492.07,301.63,206552.56
H022768,P669477,VTI,494.56,386.42,176188.08
H022769,P669477,VTI,462.11,250.05,55100.4
H022770,P669477,TSLA,670.01,281.84,311815.08
H022771,P669477,VTI,55.07,296.07,9691.02
H022772,P669477,TSLA,810.57,127.01,94644.04
H022773,P669477,TSLA,463.29,171.27,179030.64
H022774,P669477,IVV,883.33,438.95,134064.46
H022775,P669477,SPY,491.35,470.93,29850.55
H022776,P226328,AAPL,114.26,438.26,11092.57
H022777,P226328,IVV,593.99,372.35,220611.92
H022778,P226328,SPY,205.21,165.66,81117.98
H022779,P226328,IVV,233.19,53.51,90731.28
H022780,P734914,AAPL,578.12,106.81,118042.39
H022781,P734914,GOOGL,722.9,323.36,140175.2
H022782,P734914,TSLA,515.76,180.12,36180.6
H022783,P734914,TSLA,189.94,109.04,24717.75
H022784,P440659,IVV,425.3,299.01,151142.26
H022785,P440659,GOOGL,452.35,359.88,107016.68
H022786,P440659,AAPL,136.28,309.5,46363.6
H022787,P440659,VTI,833.69,263.04,343771.66
H022788,P440659,AAPL,153.68,142.95,37233.04
H022789,P602039,GOOGL,128.18,243.55,44303.32
H022790,P602039,GOOGL,18.13,473.32,2016.69
H022791,P602039,TSLA,158.08,486.36,24353.1
H022792,P602039,SPY,29.75,87.85,6188.77
H022793,P602039,SPY,296.25,183.36,46792.84
H022794,P769874,AMZN,359.53,328.56,108071.66
H022795,P769874,AMZN,446.56,408.18,122404.34
H022796,P769874,GOOGL,685.47,83.95,63921.2
H022797,P769874,MSFT,56.84,191.33,9001.77
H022798,P769874,VTI,48.91,196.31,3528.62
H022799,P769874,TSLA,499.93,124.58,53636.7
H022800,P848375,TSLA,163.81,73.3,52162.39
H022801,P848375,MSFT,200.69,270.31,83219.84
H022802,P848375,AMZN,229.62,118.18,41444.69
H022803,P848375,VTI,350.2,123.74,28792.59
H022804,P848375,SPY,973.21,237.25,452157.11
H022805,P753723,TSLA,917.55,487.31,349246.22
H022806,P753723,IVV,877.93,449.56,335742.89
H022807,P753723,TSLA,263.72,464.22,77875.49
H022808,P753723,AAPL,289.53,459.21,138872.55
H022809,P753723,VTI,330.4,496.57,133349.15
H022810,P753723,GOOGL,176.16,391.31,63140.92
H022811,P753723,VTI,641.57,378.62,67099.91
H022812,P753723,SPY,603.08,114.32,123659.7
H022813,P753723,AMZN,391.15,64.33,41517.35
H022814,P753723,MSFT,799.23,454.99,387368.19
H022815,P812192,AMZN,294.24,126.67,144943.79
H022816,P812192,IVV,184.96,182.07,10331.83
H022817,P812192,AAPL,822.72,283.37,157585.63
H022818,P812192,GOOGL,325.26,263.72,32484.73
H022819,P812192,VTI,169.2,243.32,64012.98
H022820,P812192,VTI,671.73,342.17,239710.21
H022821,P812192,VTI,206.1,326.96,37641.67
H022822,P812192,IVV,911.72,130.96,256904.92
H022823,P971295,MSFT,33.67,233.72,8348.38
H022824,P971295,AMZN,550.51,355.19,91957.27
H022825,P971295,MSFT,281.75,278.06,58403.35
H022826,P971295,AAPL,460.23,312.36,112086.9
H022827,P971295,GOOGL,883.26,310.13,284444.52
H022828,P971295,GOOGL,788.72,117.49,362347.46
H022829,P971295,IVV,936.1,246.97,224861.97
H022830,P971295,GOOGL,461.38,404.45,160186.67
H022831,P971295,SPY,467.9,122.75,113064.53
H022832,P971295,SPY,774.17,115.9,264137.34
H022833,P798678,SPY,418.96,395.8,67930.0
H022834,P798678,IVV,568.43,156.68,183407.35
H022835,P798678,VTI,934.21,232.03,221474.37
H022836,P541965,GOOGL,98.0,301.61,11587.08
H022837,P541965,SPY,758.93,245.03,230983.57
H022838,P541965,TSLA,290.02,273.58,30135.21
H022839,P541965,IVV,582.14,264.66,39818.75
H022840,P541965,AMZN,631.8,287.51,63132.11
H022841,P541965,TSLA,224.04,266.54,59217.48
H022842,P541965,GOOGL,655.2,57.14,164841.53
H022843,P541965,VTI,850.56,123.73,169655.63
H022844,P541965,SPY,72.93,416.85,35392.29
H022845,P541965,GOOGL,428.34,236.14,148744.6
H022846,P332302,TSLA,941.15,102.06,363885.64
H022847,P332302,IVV,504.25,62.18,177255.72
H022848,P332302,MSFT,780.28,59.05,100284.9
H022849,P332302,AAPL,55.58,152.2,5923.59
H022850,P332302,AMZN,366.24,499.35,92372.82
H022851,P332302,MSFT,551.18,423.6,121516.43
H022852,P332302,AAPL,370.32,292.09,99374.2
H022853,P332302,SPY,749.36,397.65,124315.17
H022854,P332302,MSFT,111.47,238.08,50753.64
H022855,P332302,MSFT,393.28,486.19,53893.72
H022856,P665690,AMZN,242.84,293.13,89892.12
H022857,P665690,GOOGL,218.85,87.99,47138.16
H022858,P665690,MSFT,493.7,188.96,134361.1
H022859,P665690,IVV,33.08,294.13,2226.61
H022860,P665690,AAPL,302.74,480.73,124509.5
H022861,P665690,MSFT,475.08,234.58,32394.08
H022862,P665690,TSLA,398.34,130.25,84172.1
H022863,P665690,AAPL,349.19,215.33,97467.61
H022864,P665690,IVV,206.34,259.32,22854.98
H022865,P712183,SPY,362.11,365.66,111749.98
H022866,P712183,MSFT,607.62,190.88,127834.92
H022867,P712183,IVV,856.04,318.27,306204.15
H022868,P712183,AAPL,301.8,50.17,103091.33
H022869,P712183,TSLA,539.08,269.69,252641.15
H022870,P537524,AAPL,50.47,84.12,7210.17
H022871,P537524,AMZN,719.59,141.74,292729.75
H022872,P537524,VTI,892.01,430.87,209722.29
H022873,P537524,MSFT,647.3,176.91,265683.05
H022874,P537524,AMZN,19.13,341.11,8192.5
H022875,P537524,TSLA,50.51,351.15,17553.91
H022876,P537524,VTI,928.29,125.84,420001.4
H022877,P537524,TSLA,591.52,298.45,216444.43
H022878,P537524,TSLA,607.62,152.97,185991.41
H022879,P537524,GOOGL,450.03,254.8,199824.95
H022880,P278948,GOOGL,734.97,350.37,358563.03
H022881,P278948,MSFT,968.04,365.31,79627.16
H022882,P278948,GOOGL,761.53,139.19,342417.04
H022883,P278948,VTI,422.0,131.17,154215.88
H022884,P965674,TSLA,195.11,337.82,92498.0
H022885,P965674,MSFT,390.69,448.31,88431.23
H022886,P965674,TSLA,228.92,304.36,53965.46
H022887,P269035,SPY,51.16,180.06,8479.88
H022888,P269035,AMZN,870.78,429.53,238579.11
H022889,P269035,AMZN,426.21,383.26,193425.05
H022890,P269035,MSFT,884.71,199.88,281128.87
H022891,P398833,SPY,519.62,308.56,43949.0
H022892,P398833,VTI,908.25,390.93,384975.28
H022893,P398833,SPY,33.51,413.39,6100.63
H022894,P398833,VTI,994.14,372.36,458439.72
H022895,P398833,GOOGL,389.59,412.31,188669.23
H022896,P398833,MSFT,830.59,210.53,237216.75
H022897,P398833,SPY,18.12,361.72,5243.48
H022898,P398833,GOOGL,672.55,484.55,57824.24
H022899,P398833,MSFT,467.59,375.24,31476.46
H022900,P398833,MSFT,166.68,408.18,55708.4
H022901,P166596,AMZN,938.5,435.34,168030.04
H022902,P166596,TSLA,359.49,191.26,129715.75
H022903,P166596,IVV,635.71,461.0,182213.87
H022904,P480390,VTI,274.58,103.29,101511.03
H022905,P480390,VTI,835.7,151.03,261137.49
H022906,P480390,AMZN,556.47,292.41,197501.71
H022907,P480390,MSFT,848.3,311.73,406187.9
H022908,P480390,SPY,721.67,139.23,270199.69
H022909,P480390,IVV,114.14,171.64,26527.42
H022910,P480390,AMZN,453.63,494.21,170838.27
H022911,P480390,AAPL,893.84,140.27,157209.46
H022912,P425298,GOOGL,193.61,342.83,22849.42
H022913,P425298,GOOGL,308.91,235.86,133527.16
H022914,P425298,GOOGL,606.66,465.1,98189.72
H022915,P425298,SPY,862.1,80.16,399176.24
H022916,P833228,AMZN,480.64,454.63,128366.1
H022917,P833228,VTI,570.79,221.8,61666.97
H022918,P833228,TSLA,482.71,422.01,26194.94
H022919,P833228,IVV,898.78,263.44,217610.93
H022920,P833228,AAPL,466.13,57.8,78830.07
H022921,P833228,VTI,491.87,301.17,85358.33
H022922,P833228,SPY,301.93,95.95,24227.47
H022923,P998085,MSFT,105.95,72.67,39947.79
H022924,P998085,AMZN,45.64,433.16,10816.08
H022925,P998085,SPY,109.9,207.82,32822.18
H022926,P356942,MSFT,136.95,121.26,68145.25
H022927,P356942,IVV,937.52,461.7,142911.35
H022928,P356942,IVV,769.54,227.91,62252.74
H022929,P356942,IVV,520.69,222.83,107551.92
H022930,P356942,IVV,899.35,270.57,249115.39
H022931,P356942,TSLA,402.11,329.46,139980.34
H022932,P356942,AAPL,398.7,243.28,161030.86
H022933,P356942,SPY,732.23,333.74,343884.36
H022934,P600665,TSLA,30.75,171.85,10840.64
H022935,P600665,MSFT,60.54,465.14,20590.47
H022936,P600665,AAPL,390.59,298.5,40604.92
H022937,P600665,VTI,772.34,265.44,300320.66
H022938,P600665,AAPL,83.61,405.83,15863.11
H022939,P600665,AAPL,949.98,470.81,206711.08
H022940,P600665,MSFT,56.45,202.34,12324.86
H022941,P600665,IVV,638.69,271.41,286400.36
H022942,P600665,IVV,159.94,228.17,11586.29
H022943,P600665,IVV,14.02,261.25,1197.5
H022944,P815782,AAPL,955.82,142.34,370834.42
H022945,P815782,SPY,668.34,433.17,67953.32
H022946,P815782,TSLA,146.69,71.02,41002.11
H022947,P815782,AMZN,28.06,201.96,13163.45
H022948,P815782,AAPL,722.54,208.33,280552.38
H022949,P815782,GOOGL,458.84,263.89,61107.97
H022950,P815782,SPY,917.54,165.45,228659.15
H022951,P815782,AMZN,806.08,241.56,184778.35
H022952,P815782,MSFT,94.37,351.69,26845.35
H022953,P815782,MSFT,990.93,168.3,468961.1
H022954,P802656,MSFT,262.86,105.91,90766.98
H022955,P802656,VTI,328.35,307.61,160093.47
H022956,P802656,TSLA,623.24,421.95,80748.54
H022957,P802656,TSLA,693.71,468.57,152531.41
H022958,P802656,SPY,377.04,119.48,65647.25
H022959,P802656,GOOGL,777.84,111.77,385461.89
H022960,P802656,MSFT,923.73,96.93,368059.5
H022961,P802656,AAPL,378.14,148.64,145281.28
H022962,P691876,GOOGL,825.0,294.1,388079.98
H022963,P691876,TSLA,285.26,246.56,17665.82
H022964,P691876,VTI,351.78,320.12,108447.64
H022965,P691876,MSFT,725.14,389.19,96161.9
H022966,P691876,SPY,890.97,133.41,268174.99
H022967,P691876,IVV,60.72,479.09,26173.34
H022968,P691876,AAPL,243.52,446.77,50400.47
H022969,P691876,IVV,800.98,125.38,355922.23
H022970,P691876,SPY,399.05,225.47,63074.43
H022971,P691876,AMZN,133.45,406.65,42466.37
H022972,P768742,MSFT,791.78,98.89,48721.8
H022973,P768742,IVV,119.77,438.7,40815.96
H022974,P768742,AAPL,720.43,465.36,335365.5
H022975,P768742,VTI,17.49,97.83,8358.13
H022976,P768742,AAPL,514.1,434.25,219695.69
H022977,P768742,TSLA,882.59,328.25,303046.21
H022978,P768742,AMZN,296.21,494.45,18122.52
H022979,P768742,AAPL,942.75,430.65,171253.63
H022980,P768742,GOOGL,323.57,311.15,101393.4
H022981,P238263,MSFT,710.43,72.34,41304.26
H022982,P238263,VTI,413.92,412.66,114736.22
H022983,P238263,AMZN,793.63,392.27,177163.41
H022984,P238263,GOOGL,317.61,120.45,99465.61
H022985,P569662,AMZN,264.33,220.24,69456.32
H022986,P569662,AAPL,536.35,228.3,60516.03
H022987,P569662,IVV,641.38,408.1,53732.46
H022988,P569662,SPY,893.11,405.66,390564.19
H022989,P673187,MSFT,738.78,172.65,354050.56
H022990,P673187,AAPL,206.92,210.55,87478.98
H022991,P673187,IVV,150.83,261.51,54708.14
H022992,P673187,GOOGL,865.33,144.13,80997.26
H022993,P673187,SPY,518.88,187.68,196286.1
H022994,P673187,SPY,347.98,255.49,64048.28
H022995,P673187,VTI,941.81,450.93,192577.31
H022996,P673187,IVV,371.66,251.59,165433.45
H022997,P673187,VTI,867.52,401.92,153533.61
H022998,P673187,VTI,910.57,452.83,230512.39
H022999,P652405,VTI,147.29,238.08,11695.18
H023000,P652405,AAPL,915.67,181.3,346002.65
H023001,P652405,IVV,751.31,305.21,231038.01
H023002,P652405,MSFT,304.2,369.94,122344.47
H023003,P652405,VTI,778.23,353.11,88202.79
H023004,P652405,IVV,966.29,363.92,48745.47
H023005,P652405,SPY,292.79,491.89,102930.92
H023006,P652405,VTI,941.41,227.67,398223.62
H023007,P652405,MSFT,934.82,293.98,51784.75
H023008,P940473,AAPL,880.67,187.39,287395.6
H023009,P940473,GOOGL,91.39,191.13,35502.11
H023010,P940473,IVV,781.56,246.93,74414.26
H023011,P814794,IVV,826.02,127.38,238700.8
H023012,P814794,MSFT,614.04,301.04,247080.88
H023013,P814794,AAPL,330.47,334.16,114728.86
H023014,P814794,MSFT,626.03,424.62,254906.0
H023015,P814794,MSFT,245.22,230.97,44810.44
H023016,P814794,IVV,426.14,441.09,134565.36
H023017,P814794,GOOGL,118.54,307.98,26326.42
H023018,P814794,AAPL,670.46,436.74,274717.77
H023019,P814794,MSFT,225.89,489.41,11625.98
H023020,P814794,VTI,901.68,227.1,316215.81
H023021,P821269,AMZN,699.61,402.45,142652.8
H023022,P821269,TSLA,913.44,68.58,395435.77
H023023,P821269,TSLA,158.79,469.78,38412.75
H023024,P821269,AMZN,589.67,394.21,43722.44
H023025,P821269,AAPL,365.26,284.11,174445.57
H023026,P821269,GOOGL,224.32,190.71,34472.05
H023027,P821269,GOOGL,83.74,89.52,5506.44
H023028,P821269,AAPL,961.0,293.37,453038.17
H023029,P867177,SPY,924.73,229.25,139601.35
H023030,P867177,AMZN,523.89,201.28,118532.59
H023031,P867177,AMZN,153.46,353.63,59774.28
H023032,P867177,SPY,106.25,472.6,42906.62
H023033,P867177,VTI,935.44,448.92,185743.17
H023034,P867177,IVV,50.64,274.69,14209.27
H023035,P867177,AAPL,748.1,302.3,70614.87
H023036,P867177,SPY,497.46,114.71,93120.59
H023037,P867177,AMZN,566.29,300.41,118113.32
H023038,P788694,IVV,166.75,239.18,63356.33
H023039,P788694,TSLA,223.41,407.83,76817.83
H023040,P788694,AAPL,110.38,346.15,12660.1
H023041,P788694,GOOGL,473.17,167.04,129546.65
H023042,P788694,AMZN,249.42,258.99,44703.84
H023043,P788694,GOOGL,519.18,295.97,157543.81
H023044,P602433,TSLA,943.42,205.3,149555.81
H023045,P602433,VTI,712.26,497.44,314050.34
H023046,P602433,IVV,706.56,217.29,246773.71
H023047,P602433,GOOGL,261.22,157.91,50795.8
H023048,P602433,AAPL,565.53,244.44,45643.2
H023049,P602433,SPY,281.09,373.12,99576.42
H023050,P602433,MSFT,944.47,337.77,369776.44
H023051,P602433,IVV,56.28,131.28,8074.0
H023052,P602433,TSLA,659.69,394.38,155255.83
H023053,P602433,AMZN,687.83,459.74,112285.25
H023054,P855979,VTI,788.53,165.1,55501.18
H023055,P855979,AMZN,23.36,99.85,10690.25
H023056,P855979,VTI,687.28,303.46,138682.94
H023057,P855979,TSLA,201.92,440.02,74353.61
H023058,P855979,AMZN,752.12,50.84,141143.83
H023059,P358505,VTI,786.16,171.55,266833.32
H023060,P358505,TSLA,311.21,298.02,74494.0
H023061,P358505,AMZN,686.3,307.46,62562.37
H023062,P358505,IVV,188.39,444.24,83901.62
H023063,P358505,SPY,549.84,151.55,45938.5
H023064,P358505,SPY,332.56,428.57,161006.51
H023065,P358505,VTI,753.32,273.94,74932.09
H023066,P358505,MSFT,326.07,418.63,48114.3
H023067,P358505,MSFT,554.96,412.41,82881.02
H023068,P358505,SPY,371.49,198.01,157683.93
H023069,P159877,IVV,499.78,370.96,30561.8
H023070,P159877,VTI,178.06,350.29,22863.91
H023071,P159877,AAPL,232.13,240.06,50235.61
H023072,P159877,SPY,736.08,450.06,152335.99
