portfolio_id,client_id,portfolio_name,total_value,currency,creation_date
P834297,1440,Global Diversification Portfolio,516214.58,EUR,2015-05-19
P192485,1441,High-Yield Income Portfolio,487041.18,CHF,2023-06-10
P252795,1442,Balanced Growth Portfolio,897329.26,EUR,2024-03-30
P630473,1443,Balanced Growth Portfolio,708773.69,USD,2017-09-08
P862728,1444,High-Yield Income Portfolio,441552.84,CHF,2022-08-28
P352368,1444,Sustainable Investment Portfolio,175778.07,EUR,2017-04-05
P700048,1445,Dynamic Opportunities Portfolio,517825.89,EUR,2021-07-07
P921181,1445,Conservative Wealth Plan Portfolio,169056.78,EUR,2023-03-27
P629720,1445,Global Diversification Portfolio,97333.55,USD,2022-06-28
P867310,1446,Global Diversification Portfolio,957410.3,EUR,2017-06-09
P880334,1446,Dynamic Opportunities Portfolio,364073.07,USD,2024-09-29
P924703,1447,Sustainable Investment Portfolio,642822.02,EUR,2024-03-13
P660760,1447,Dynamic Opportunities Portfolio,816910.92,EUR,2018-08-20
P736771,1447,Conservative Wealth Plan Portfolio,289412.07,EUR,2018-02-22
P541086,1448,Dynamic Opportunities Portfolio,149816.31,USD,2023-06-13
P868407,1449,Dynamic Opportunities Portfolio,952703.83,CHF,2019-04-24
P457097,1450,Sustainable Investment Portfolio,222665.71,EUR,2023-03-03
P906959,1450,High-Yield Income Portfolio,113358.46,CHF,2024-11-15
P115734,1450,Sustainable Investment Portfolio,816548.59,USD,2021-08-06
P686599,1451,Sustainable Investment Portfolio,728271.92,EUR,2022-10-07
P953179,1451,Dynamic Opportunities Portfolio,761318.05,USD,2022-11-28
P576464,1452,High-Yield Income Portfolio,185463.81,USD,2016-01-17
P411265,1452,Dynamic Opportunities Portfolio,786562.84,USD,2019-08-15
P662973,1453,Balanced Growth Portfolio,168972.3,USD,2019-02-07
P649156,1454,Dynamic Opportunities Portfolio,743204.51,EUR,2015-06-09
P340657,1454,Balanced Growth Portfolio,701440.05,CHF,2024-08-21
P110171,1454,Dynamic Opportunities Portfolio,291858.67,CHF,2015-04-13
P586491,1455,Global Diversification Portfolio,212308.59,USD,2015-07-14
P202146,1455,Dynamic Opportunities Portfolio,742777.44,USD,2022-07-25
P384549,1455,Global Diversification Portfolio,106618.47,EUR,2018-03-20
P126112,1456,Dynamic Opportunities Portfolio,505636.95,USD,2019-04-18
P300939,1456,Balanced Growth Portfolio,611414.93,EUR,2024-07-06
P800289,1456,Sustainable Investment Portfolio,307985.37,EUR,2024-11-09
P667185,1457,Dynamic Opportunities Portfolio,630798.7,USD,2019-08-21
P885256,1457,Conservative Wealth Plan Portfolio,278441.13,EUR,2021-07-17
P604004,1458,Conservative Wealth Plan Portfolio,913395.98,EUR,2024-10-30
P404232,1458,Sustainable Investment Portfolio,981274.29,EUR,2024-04-28
P479949,1459,Conservative Wealth Plan Portfolio,419110.79,USD,2021-11-25
P996950,1459,Balanced Growth Portfolio,113807.2,EUR,2021-11-26
P818330,1460,Sustainable Investment Portfolio,418867.44,EUR,2022-04-21
P359438,1460,Global Diversification Portfolio,283462.36,USD,2022-08-16
P520583,1460,Dynamic Opportunities Portfolio,80854.89,CHF,2021-06-22
P864795,1461,Global Diversification Portfolio,63960.89,USD,2020-05-18
P173642,1462,Global Diversification Portfolio,67376.53,EUR,2024-07-07
P728130,1462,Sustainable Investment Portfolio,554507.79,EUR,2020-07-28
P328856,1462,High-Yield Income Portfolio,957223.04,USD,2022-03-20
P840265,1463,Dynamic Opportunities Portfolio,571589.64,CHF,2020-06-11
P767501,1463,Balanced Growth Portfolio,218573.14,EUR,2017-07-12
P734813,1464,Balanced Growth Portfolio,929442.38,CHF,2015-01-04
P664522,1465,Conservative Wealth Plan Portfolio,564031.82,CHF,2018-06-07
P957304,1466,High-Yield Income Portfolio,426293.64,EUR,2019-06-08
P796448,1466,Balanced Growth Portfolio,268567.64,EUR,2015-12-11
P651648,1467,Dynamic Opportunities Portfolio,226004.64,CHF,2021-10-05
P497328,1468,Sustainable Investment Portfolio,450370.49,USD,2022-05-08
P940020,1468,High-Yield Income Portfolio,939213.92,USD,2019-02-20
P724432,1468,Conservative Wealth Plan Portfolio,292407.81,CHF,2022-11-09
P895169,1469,Sustainable Investment Portfolio,77160.66,EUR,2019-11-18
P836375,1469,Global Diversification Portfolio,517138.67,EUR,2020-02-17
P619789,1469,Global Diversification Portfolio,356866.12,USD,2023-10-12
P835505,1470,Conservative Wealth Plan Portfolio,152414.57,USD,2022-05-30
P807881,1470,Conservative Wealth Plan Portfolio,940183.05,CHF,2017-09-24
P555909,1470,Conservative Wealth Plan Portfolio,60116.62,USD,2024-05-06
P798522,1471,High-Yield Income Portfolio,778794.24,USD,2017-04-28
P297812,1471,Balanced Growth Portfolio,451661.82,USD,2024-06-15
P763220,1471,Balanced Growth Portfolio,877945.86,EUR,2016-07-10
P468450,1472,High-Yield Income Portfolio,634392.03,EUR,2017-03-06
P423520,1472,Conservative Wealth Plan Portfolio,299806.29,EUR,2022-02-02
P984138,1472,High-Yield Income Portfolio,302864.97,CHF,2024-11-09
P229184,1473,Conservative Wealth Plan Portfolio,110708.07,EUR,2016-06-25
P877612,1473,Conservative Wealth Plan Portfolio,716668.15,USD,2015-12-01
P905013,1474,High-Yield Income Portfolio,345138.89,USD,2016-02-19
P506670,1474,Sustainable Investment Portfolio,761522.56,CHF,2023-04-29
P971994,1474,High-Yield Income Portfolio,776002.43,EUR,2024-12-14
P234486,1475,Dynamic Opportunities Portfolio,419066.66,EUR,2017-03-28
P344108,1476,Global Diversification Portfolio,169557.43,CHF,2016-07-15
P857740,1477,Sustainable Investment Portfolio,891781.84,USD,2024-01-05
P636955,1477,Conservative Wealth Plan Portfolio,697437.86,CHF,2018-11-07
P415853,1477,Dynamic Opportunities Portfolio,384455.48,EUR,2017-03-20
P945023,1478,Dynamic Opportunities Portfolio,712598.31,EUR,2017-08-10
P808034,1479,Global Diversification Portfolio,432510.36,CHF,2018-09-25
P214018,1480,Global Diversification Portfolio,579865.87,EUR,2021-09-30
P838979,1481,Conservative Wealth Plan Portfolio,838341.19,EUR,2018-09-18
P852232,1481,Conservative Wealth Plan Portfolio,122316.49,CHF,2023-07-31
P276216,1481,Global Diversification Portfolio,278416.07,CHF,2019-08-06
P329780,1482,High-Yield Income Portfolio,891707.57,CHF,2022-12-29
P145979,1482,Balanced Growth Portfolio,794716.63,EUR,2024-10-30
P115704,1483,High-Yield Income Portfolio,658550.16,EUR,2020-03-06
P476884,1483,Dynamic Opportunities Portfolio,202794.08,EUR,2019-03-09
P379079,1484,Global Diversification Portfolio,617573.33,CHF,2015-04-03
P168725,1485,Sustainable Investment Portfolio,690770.38,CHF,2022-04-17
P402315,1486,Conservative Wealth Plan Portfolio,492875.18,CHF,2019-03-15
P430639,1487,Balanced Growth Portfolio,569531.57,CHF,2016-03-18
P927969,1487,Balanced Growth Portfolio,355476.23,EUR,2018-05-16
P412088,1488,Conservative Wealth Plan Portfolio,99671.06,CHF,2016-07-19
P793263,1488,Conservative Wealth Plan Portfolio,451122.99,USD,2015-03-29
P622136,1489,Global Diversification Portfolio,112274.86,CHF,2024-08-31
P621037,1489,Balanced Growth Portfolio,974226.27,EUR,2023-05-11
P906387,1489,Sustainable Investment Portfolio,309036.91,CHF,2017-05-21
P996544,1490,High-Yield Income Portfolio,328576.07,USD,2022-07-26
P124579,1490,Conservative Wealth Plan Portfolio,657122.54,EUR,2020-07-17
P957929,1491,High-Yield Income Portfolio,555305.1,CHF,2015-05-06
P996596,1491,Balanced Growth Portfolio,831053.53,USD,2022-09-16
P347716,1492,Sustainable Investment Portfolio,774261.45,EUR,2022-09-15
P869435,1492,High-Yield Income Portfolio,470175.31,CHF,2015-06-04
P644470,1493,Balanced Growth Portfolio,255033.3,CHF,2016-02-04
P152577,1494,Sustainable Investment Portfolio,862100.6,EUR,2020-06-05
P470953,1495,Balanced Growth Portfolio,106997.78,EUR,2017-03-13
P785499,1496,Dynamic Opportunities Portfolio,212779.37,EUR,2020-03-02
P336439,1496,High-Yield Income Portfolio,478842.87,EUR,2021-02-27
P300694,1496,Sustainable Investment Portfolio,161160.79,CHF,2023-01-27
P602360,1497,Dynamic Opportunities Portfolio,370475.28,CHF,2023-11-09
P179374,1497,Sustainable Investment Portfolio,371203.8,USD,2022-10-20
P539672,1498,Conservative Wealth Plan Portfolio,59085.43,CHF,2016-04-09
P139609,1499,Conservative Wealth Plan Portfolio,429002.34,EUR,2021-08-27
P670705,1499,Conservative Wealth Plan Portfolio,220048.69,EUR,2024-01-10
P943208,1499,Sustainable Investment Portfolio,141447.86,EUR,2016-01-20
P141662,1500,Global Diversification Portfolio,809148.32,EUR,2016-08-15
P551739,1500,High-Yield Income Portfolio,665575.4,USD,2019-04-03
P651162,1501,Dynamic Opportunities Portfolio,327888.52,EUR,2024-12-22
P516884,1501,Dynamic Opportunities Portfolio,496642.8,CHF,2015-03-04
P400631,1501,High-Yield Income Portfolio,220715.15,EUR,2022-01-06
P386745,1502,Conservative Wealth Plan Portfolio,746014.5,CHF,2024-09-21
P391887,1502,Global Diversification Portfolio,801504.48,EUR,2021-03-01
P364665,1503,Dynamic Opportunities Portfolio,236012.14,EUR,2023-11-07
P270585,1503,Dynamic Opportunities Portfolio,970231.04,USD,2019-08-14
P386684,1503,Balanced Growth Portfolio,745245.8,EUR,2017-10-11
P253136,1504,Dynamic Opportunities Portfolio,943857.51,USD,2020-12-09
P482223,1505,Global Diversification Portfolio,940060.29,USD,2020-06-24
P491579,1505,High-Yield Income Portfolio,731578.61,CHF,2021-05-09
P154660,1506,Global Diversification Portfolio,836679.35,CHF,2022-12-19
P617066,1507,Conservative Wealth Plan Portfolio,302339.81,CHF,2018-06-24
P725515,1508,Balanced Growth Portfolio,445672.48,USD,2024-07-26
P685598,1509,Sustainable Investment Portfolio,754596.69,USD,2020-05-25
P375493,1510,Sustainable Investment Portfolio,256408.0,EUR,2016-09-10
P325962,1510,Sustainable Investment Portfolio,241255.14,CHF,2019-01-31
P255028,1510,Conservative Wealth Plan Portfolio,121896.33,USD,2023-03-03
P496951,1511,Conservative Wealth Plan Portfolio,960036.91,EUR,2020-06-25
P822257,1512,Conservative Wealth Plan Portfolio,104872.66,CHF,2023-02-24
P303111,1512,High-Yield Income Portfolio,569620.77,USD,2016-09-17
P754898,1512,Dynamic Opportunities Portfolio,124279.99,EUR,2022-01-27
P719708,1513,Dynamic Opportunities Portfolio,789613.93,USD,2016-07-24
P593638,1514,Global Diversification Portfolio,740134.7,EUR,2020-04-18
P483792,1515,Conservative Wealth Plan Portfolio,363931.29,USD,2018-04-15
P605276,1516,High-Yield Income Portfolio,497825.23,CHF,2019-10-11
P938377,1517,Conservative Wealth Plan Portfolio,581482.31,USD,2022-08-25
P687250,1518,Global Diversification Portfolio,370975.38,USD,2019-04-27
P893418,1518,Global Diversification Portfolio,876865.5,USD,2021-05-13
P566203,1519,Dynamic Opportunities Portfolio,56432.56,EUR,2018-05-25
P982794,1519,Dynamic Opportunities Portfolio,569615.44,EUR,2024-03-21
P205766,1520,Balanced Growth Portfolio,941991.12,EUR,2024-08-02
P930313,1520,Sustainable Investment Portfolio,532948.87,CHF,2020-06-30
P946253,1520,Dynamic Opportunities Portfolio,218083.73,CHF,2019-08-16
P458936,1521,Conservative Wealth Plan Portfolio,622131.83,EUR,2018-02-22
P550362,1521,High-Yield Income Portfolio,529020.73,EUR,2018-12-31
P198491,1522,Sustainable Investment Portfolio,930300.21,CHF,2023-09-28
P447166,1523,Balanced Growth Portfolio,977748.91,CHF,2022-08-24
P964724,1524,Global Diversification Portfolio,59655.34,EUR,2020-11-08
P639205,1524,Sustainable Investment Portfolio,104540.57,USD,2022-01-13
P359388,1525,Sustainable Investment Portfolio,397638.39,CHF,2017-03-06
P205618,1525,Balanced Growth Portfolio,89204.58,CHF,2020-11-28
P527276,1526,Global Diversification Portfolio,155088.96,EUR,2024-06-12
P728402,1526,High-Yield Income Portfolio,607847.74,USD,2021-07-19
P768639,1526,Dynamic Opportunities Portfolio,210984.9,CHF,2019-12-18
P274405,1527,Sustainable Investment Portfolio,109733.86,EUR,2017-10-11
P531641,1528,Dynamic Opportunities Portfolio,734312.49,CHF,2015-07-22
P361651,1528,Global Diversification Portfolio,347006.81,USD,2019-10-09
P566916,1529,Balanced Growth Portfolio,920754.29,USD,2017-02-08
P126940,1529,Conservative Wealth Plan Portfolio,927396.86,EUR,2024-05-09
P687921,1529,Balanced Growth Portfolio,703140.55,USD,2020-03-22
P483328,1530,Dynamic Opportunities Portfolio,63842.23,EUR,2015-09-27
P771411,1531,Balanced Growth Portfolio,246594.67,EUR,2023-02-20
P928403,1531,Global Diversification Portfolio,688643.41,CHF,2017-05-19
P115597,1532,Balanced Growth Portfolio,498735.54,CHF,2019-02-15
P621441,1533,Dynamic Opportunities Portfolio,217844.26,USD,2023-11-01
P542081,1533,Conservative Wealth Plan Portfolio,980207.78,EUR,2020-09-06
P812555,1533,Sustainable Investment Portfolio,775453.34,USD,2023-05-20
P949858,1534,Sustainable Investment Portfolio,977056.54,EUR,2016-10-26
P751858,1535,Conservative Wealth Plan Portfolio,148967.6,USD,2023-11-08
P790054,1536,Conservative Wealth Plan Portfolio,126015.56,CHF,2020-03-05
P551009,1536,Balanced Growth Portfolio,299874.99,CHF,2022-06-30
P166039,1536,High-Yield Income Portfolio,754780.38,USD,2023-05-12
P649205,1537,High-Yield Income Portfolio,182986.2,EUR,2015-10-31
P519336,1537,Global Diversification Portfolio,78746.77,CHF,2020-12-28
P628477,1537,High-Yield Income Portfolio,146261.68,EUR,2021-02-05
P115205,1538,Global Diversification Portfolio,793141.97,CHF,2020-01-28
P361016,1538,Global Diversification Portfolio,182261.78,EUR,2019-09-23
P943704,1539,Sustainable Investment Portfolio,193345.09,CHF,2023-02-28
P953671,1540,Conservative Wealth Plan Portfolio,162051.39,EUR,2017-05-19
P175551,1541,Balanced Growth Portfolio,646100.48,USD,2018-12-20
P542498,1541,Global Diversification Portfolio,768697.82,USD,2022-08-18
P846481,1542,High-Yield Income Portfolio,480643.66,EUR,2016-06-14
P709467,1542,Balanced Growth Portfolio,590869.08,USD,2022-01-23
P579982,1542,Conservative Wealth Plan Portfolio,739852.21,USD,2023-10-03
P979518,1543,Sustainable Investment Portfolio,280714.78,CHF,2024-02-21
P999824,1543,Conservative Wealth Plan Portfolio,659648.6,USD,2015-03-25
P841537,1543,Conservative Wealth Plan Portfolio,525355.72,USD,2023-01-28
P809788,1544,Conservative Wealth Plan Portfolio,707360.97,USD,2020-07-30
P408320,1544,Conservative Wealth Plan Portfolio,339166.17,USD,2018-02-16
P234006,1545,Sustainable Investment Portfolio,613367.5,EUR,2018-03-11
P270372,1545,Balanced Growth Portfolio,56193.87,CHF,2024-02-09
P554910,1545,Balanced Growth Portfolio,569693.67,CHF,2016-04-14
P276309,1546,High-Yield Income Portfolio,429281.36,USD,2023-01-08
P492861,1546,Global Diversification Portfolio,556954.35,USD,2015-12-26
P633955,1547,Sustainable Investment Portfolio,886719.78,EUR,2017-04-29
P397628,1548,High-Yield Income Portfolio,342909.33,EUR,2024-05-03
P990804,1548,Sustainable Investment Portfolio,589560.62,USD,2015-12-16
P866977,1549,High-Yield Income Portfolio,875822.44,USD,2024-08-22
P158176,1549,Balanced Growth Portfolio,242970.69,USD,2015-08-30
P242421,1550,High-Yield Income Portfolio,459607.01,CHF,2018-12-26
P999101,1551,Dynamic Opportunities Portfolio,584165.96,CHF,2022-07-30
P800581,1552,Dynamic Opportunities Portfolio,749859.82,EUR,2022-09-09
P329289,1553,Sustainable Investment Portfolio,532857.39,CHF,2015-12-01
P458820,1554,Conservative Wealth Plan Portfolio,58965.15,EUR,2024-10-18
P802938,1554,Dynamic Opportunities Portfolio,64783.21,CHF,2021-07-27
P793075,1555,Global Diversification Portfolio,685873.27,USD,2021-05-14
P414895,1556,High-Yield Income Portfolio,762459.61,CHF,2016-04-19
P294805,1557,Balanced Growth Portfolio,436075.55,EUR,2021-04-21
P248249,1557,Balanced Growth Portfolio,620111.0,CHF,2015-09-20
P561283,1557,Dynamic Opportunities Portfolio,342911.42,EUR,2024-10-03
P696687,1558,Conservative Wealth Plan Portfolio,298029.0,EUR,2020-07-11
P688826,1558,Dynamic Opportunities Portfolio,375811.86,CHF,2023-03-02
P595693,1558,Dynamic Opportunities Portfolio,530780.27,USD,2020-04-04
P399866,1559,High-Yield Income Portfolio,656904.65,EUR,2015-04-17
P560378,1559,Dynamic Opportunities Portfolio,260321.05,EUR,2016-08-30
P772100,1559,High-Yield Income Portfolio,978780.89,EUR,2017-01-29
P241462,1560,Dynamic Opportunities Portfolio,992999.4,CHF,2016-06-16
P127765,1560,Sustainable Investment Portfolio,60014.18,USD,2021-06-06
P873363,1561,High-Yield Income Portfolio,930020.3,EUR,2021-04-28
P722016,1561,Dynamic Opportunities Portfolio,89821.05,USD,2016-01-28
P952057,1562,High-Yield Income Portfolio,209064.8,EUR,2021-07-08
P746286,1562,Global Diversification Portfolio,713875.11,USD,2023-05-11
P623680,1562,Global Diversification Portfolio,809196.77,EUR,2024-03-26
P419503,1563,Conservative Wealth Plan Portfolio,720137.69,CHF,2024-01-31
P591240,1564,Dynamic Opportunities Portfolio,512980.57,EUR,2022-06-25
P646696,1565,Global Diversification Portfolio,927876.19,CHF,2021-07-09
P630752,1566,High-Yield Income Portfolio,891251.96,USD,2019-04-27
P872264,1566,Global Diversification Portfolio,806149.73,EUR,2018-07-04
P623750,1566,Dynamic Opportunities Portfolio,696765.77,USD,2015-10-13
P594554,1567,Global Diversification Portfolio,751073.53,USD,2020-11-02
P445475,1567,Sustainable Investment Portfolio,175797.84,EUR,2024-01-04
P520611,1567,Global Diversification Portfolio,924173.34,USD,2016-12-13
P992443,1568,Dynamic Opportunities Portfolio,570962.57,CHF,2017-06-21
P363163,1569,Global Diversification Portfolio,157368.04,CHF,2021-12-29
P109783,1569,Conservative Wealth Plan Portfolio,381464.6,EUR,2021-09-01
P737800,1569,Global Diversification Portfolio,319769.06,CHF,2016-10-12
P996891,1570,Global Diversification Portfolio,795900.83,EUR,2019-07-19
P853540,1570,Global Diversification Portfolio,326254.48,EUR,2017-02-21
P977852,1571,High-Yield Income Portfolio,784047.37,CHF,2017-01-20
P813643,1572,Global Diversification Portfolio,759665.67,EUR,2022-08-16
P433766,1572,Global Diversification Portfolio,941287.75,EUR,2024-04-27
P694389,1572,Conservative Wealth Plan Portfolio,592627.65,EUR,2015-05-06
P276579,1573,Balanced Growth Portfolio,640244.81,USD,2016-12-20
P514024,1574,Balanced Growth Portfolio,804819.92,CHF,2017-02-19
P481562,1575,High-Yield Income Portfolio,294485.21,EUR,2019-02-04
P716812,1575,High-Yield Income Portfolio,754603.39,CHF,2016-12-11
P220596,1576,Balanced Growth Portfolio,175806.17,EUR,2023-08-04
P192545,1576,Global Diversification Portfolio,857021.25,CHF,2016-05-08
P317198,1577,Balanced Growth Portfolio,55975.1,USD,2022-01-08
P871171,1578,Balanced Growth Portfolio,197896.06,USD,2019-11-05
P644617,1578,Dynamic Opportunities Portfolio,612344.73,USD,2024-07-11
P917684,1578,Conservative Wealth Plan Portfolio,859386.7,CHF,2023-05-10
P746672,1579,Balanced Growth Portfolio,868892.32,CHF,2016-04-19
P128740,1579,Conservative Wealth Plan Portfolio,319889.05,USD,2015-08-06
P853860,1579,Dynamic Opportunities Portfolio,603744.21,CHF,2022-02-19
P427878,1580,Balanced Growth Portfolio,536210.61,EUR,2023-05-01
P346279,1580,Global Diversification Portfolio,528175.37,USD,2015-09-21
P865760,1581,Sustainable Investment Portfolio,623426.63,CHF,2018-10-15
P540796,1581,Balanced Growth Portfolio,935977.14,EUR,2021-09-26
P136520,1581,High-Yield Income Portfolio,112590.17,EUR,2017-09-16
P378024,1582,Sustainable Investment Portfolio,893079.99,CHF,2018-02-24
P762551,1582,High-Yield Income Portfolio,271946.27,CHF,2016-11-30
P403578,1582,Sustainable Investment Portfolio,972705.75,USD,2018-05-15
P678503,1583,Dynamic Opportunities Portfolio,902018.74,CHF,2016-10-23
P313723,1584,Global Diversification Portfolio,447138.73,EUR,2022-08-25
P108494,1584,Global Diversification Portfolio,369808.56,USD,2016-09-12
P108941,1584,Sustainable Investment Portfolio,594876.03,USD,2021-09-24
P997782,1585,High-Yield Income Portfolio,482849.78,USD,2022-04-22
P845153,1586,Global Diversification Portfolio,188340.84,EUR,2017-10-18
P328565,1587,Global Diversification Portfolio,682153.17,EUR,2022-07-30
P327631,1587,Global Diversification Portfolio,260511.38,USD,2015-05-03
P925059,1587,Balanced Growth Portfolio,588410.68,USD,2024-09-12
P706819,1588,Sustainable Investment Portfolio,128844.27,CHF,2024-03-10
P104338,1588,High-Yield Income Portfolio,502808.27,USD,2016-03-20
P328438,1589,High-Yield Income Portfolio,420973.21,EUR,2019-11-05
P581788,1589,Conservative Wealth Plan Portfolio,60273.64,CHF,2015-05-01
P657364,1590,Global Diversification Portfolio,658301.9,EUR,2018-05-01
P462237,1590,Dynamic Opportunities Portfolio,572170.95,CHF,2017-12-31
P793123,1590,Conservative Wealth Plan Portfolio,953088.98,CHF,2024-06-15
P650245,1591,Balanced Growth Portfolio,736425.83,EUR,2023-05-21
P225432,1591,Conservative Wealth Plan Portfolio,104060.33,CHF,2015-07-26
P714580,1591,Dynamic Opportunities Portfolio,711948.93,EUR,2021-03-14
P398623,1592,High-Yield Income Portfolio,669818.45,EUR,2024-11-04
P447552,1592,Balanced Growth Portfolio,812742.39,EUR,2016-01-19
P816502,1592,Balanced Growth Portfolio,477214.26,USD,2021-05-13
P718142,1593,Global Diversification Portfolio,227645.63,CHF,2015-10-10
P571858,1594,Balanced Growth Portfolio,572566.08,CHF,2024-10-21
P724243,1594,Balanced Growth Portfolio,828337.92,CHF,2021-02-14
P924062,1594,High-Yield Income Portfolio,906458.38,EUR,2019-06-21
P307338,1595,Conservative Wealth Plan Portfolio,503782.32,CHF,2024-04-29
P813193,1595,Dynamic Opportunities Portfolio,142975.01,CHF,2015-02-02
P419968,1595,High-Yield Income Portfolio,814921.28,EUR,2024-10-10
P485472,1596,Balanced Growth Portfolio,510024.6,CHF,2017-04-22
P400208,1596,Conservative Wealth Plan Portfolio,414413.49,CHF,2023-12-19
P957483,1597,Conservative Wealth Plan Portfolio,931255.16,USD,2020-01-18
P558489,1598,Conservative Wealth Plan Portfolio,351500.51,USD,2023-07-30
P939200,1598,Dynamic Opportunities Portfolio,978134.81,USD,2015-04-11
P625824,1598,Global Diversification Portfolio,330827.45,EUR,2019-09-25
P914137,1599,Balanced Growth Portfolio,479114.07,EUR,2015-11-21
P650125,1600,Global Diversification Portfolio,398283.55,EUR,2024-06-10
P695298,1600,Sustainable Investment Portfolio,661414.82,USD,2023-11-04
P556806,1601,High-Yield Income Portfolio,858274.06,EUR,2015-05-16
P734563,1601,Sustainable Investment Portfolio,966374.65,USD,2017-06-02
P535246,1601,Balanced Growth Portfolio,916843.89,CHF,2023-05-25
P318811,1602,Balanced Growth Portfolio,385658.67,CHF,2015-09-06
P970920,1602,Global Diversification Portfolio,645380.83,USD,2019-03-20
P767210,1602,Conservative Wealth Plan Portfolio,851211.13,USD,2022-01-25
P569430,1603,Global Diversification Portfolio,742355.15,USD,2016-09-24
P175222,1603,Dynamic Opportunities Portfolio,250029.47,CHF,2017-07-26
P609389,1603,Dynamic Opportunities Portfolio,251931.3,CHF,2021-06-29
P908620,1604,Balanced Growth Portfolio,111603.96,USD,2022-09-09
P508097,1604,Sustainable Investment Portfolio,555338.78,USD,2015-10-11
P272644,1605,Global Diversification Portfolio,84969.52,USD,2015-12-17
P261532,1606,High-Yield Income Portfolio,146125.44,USD,2023-02-06
P970086,1606,Global Diversification Portfolio,61747.08,CHF,2021-07-31
P235791,1606,Global Diversification Portfolio,338414.89,CHF,2018-05-09
P722909,1607,Global Diversification Portfolio,901082.35,CHF,2024-02-16
P375801,1608,Balanced Growth Portfolio,347862.86,USD,2022-12-16
P549681,1609,Conservative Wealth Plan Portfolio,539944.39,USD,2018-06-22
P328722,1609,Balanced Growth Portfolio,281441.27,EUR,2022-06-25
P210082,1609,Balanced Growth Portfolio,642044.24,EUR,2020-09-06
P604798,1610,Global Diversification Portfolio,776622.18,USD,2021-10-28
P903753,1611,Sustainable Investment Portfolio,815385.11,USD,2021-11-30
P687804,1612,Global Diversification Portfolio,664544.22,CHF,2016-04-23
P365217,1612,Balanced Growth Portfolio,767988.14,EUR,2019-09-02
P878467,1613,High-Yield Income Portfolio,227255.19,EUR,2015-06-09
P933352,1614,Global Diversification Portfolio,792123.44,USD,2022-08-26
P250528,1615,Balanced Growth Portfolio,672903.26,USD,2023-03-07
P571497,1615,Balanced Growth Portfolio,299885.64,CHF,2016-01-31
P879272,1615,Global Diversification Portfolio,265765.88,CHF,2018-07-05
P900112,1616,High-Yield Income Portfolio,310586.21,CHF,2024-01-04
P260717,1617,Sustainable Investment Portfolio,648925.0,EUR,2017-09-21
P579772,1617,High-Yield Income Portfolio,91444.85,EUR,2020-01-01
P183793,1617,Balanced Growth Portfolio,906407.23,USD,2018-03-31
P965118,1618,Global Diversification Portfolio,257528.0,EUR,2016-10-19
P561005,1619,Conservative Wealth Plan Portfolio,259114.79,EUR,2017-06-13
P504547,1619,Global Diversification Portfolio,540725.07,USD,2019-09-03
P309561,1619,High-Yield Income Portfolio,119473.46,EUR,2018-08-27
P561815,1620,Global Diversification Portfolio,522833.85,CHF,2020-03-31
P959130,1621,Balanced Growth Portfolio,255581.14,CHF,2018-11-15
P202641,1621,High-Yield Income Portfolio,180523.86,EUR,2021-01-24
P366486,1622,Global Diversification Portfolio,691074.2,EUR,2021-07-03
P798282,1623,High-Yield Income Portfolio,257785.47,CHF,2020-11-06
P648886,1623,Global Diversification Portfolio,933544.79,USD,2017-01-26
P129347,1624,Dynamic Opportunities Portfolio,382558.04,CHF,2018-08-16
P913730,1624,Sustainable Investment Portfolio,961605.22,EUR,2022-11-19
P524457,1625,High-Yield Income Portfolio,125298.23,USD,2024-05-07
P543696,1626,Dynamic Opportunities Portfolio,652602.6,EUR,2019-05-11
P174378,1626,Balanced Growth Portfolio,214641.48,USD,2021-01-07
P874866,1626,Conservative Wealth Plan Portfolio,831294.73,USD,2022-02-22
P227914,1627,High-Yield Income Portfolio,409014.29,EUR,2022-01-15
P170777,1627,Conservative Wealth Plan Portfolio,811597.79,CHF,2022-12-15
P176282,1628,Global Diversification Portfolio,732793.16,EUR,2022-05-04
P346904,1628,Sustainable Investment Portfolio,472008.49,USD,2016-06-22
P339008,1628,Dynamic Opportunities Portfolio,188453.39,CHF,2016-04-07
P451648,1629,Sustainable Investment Portfolio,924072.17,EUR,2019-02-18
P189720,1630,High-Yield Income Portfolio,397386.83,USD,2018-12-08
P736311,1631,Sustainable Investment Portfolio,862047.76,EUR,2021-12-12
P130040,1631,Global Diversification Portfolio,154894.08,CHF,2022-01-12
P686455,1631,Dynamic Opportunities Portfolio,394795.85,CHF,2023-12-15
P544127,1632,Sustainable Investment Portfolio,930613.57,EUR,2022-03-31
P994066,1632,High-Yield Income Portfolio,464419.7,USD,2019-11-26
P436953,1633,Conservative Wealth Plan Portfolio,326764.6,CHF,2018-07-18
P772409,1634,Conservative Wealth Plan Portfolio,606858.92,EUR,2024-06-02
P574005,1634,Sustainable Investment Portfolio,791275.01,USD,2021-07-12
P314902,1634,High-Yield Income Portfolio,840258.52,USD,2019-04-16
P967316,1635,Conservative Wealth Plan Portfolio,931722.22,EUR,2015-06-20
P474610,1635,Global Diversification Portfolio,314382.65,CHF,2020-05-23
P692478,1636,Balanced Growth Portfolio,714721.33,USD,2016-05-05
P675612,1636,Conservative Wealth Plan Portfolio,734083.34,USD,2016-09-30
